txn_id,order_id,amount,currency,status,method,created_at,settlement_id,customer_ref
uci_492358,492358,1750.43,GBP,captured,online_retail,2009-12-16 13:22:00,setl_492358,customer_16779
uci_492359,492359,78.6,GBP,captured,online_retail,2009-12-16 13:23:00,setl_492359,customer_13403
uci_492360,492360,584.1,GBP,captured,online_retail,2009-12-16 13:23:00,setl_492360,customer_14625
uci_492361,492361,342.36,GBP,captured,online_retail,2009-12-16 13:40:00,setl_492361,customer_17833
uci_492362,492362,436.56,GBP,captured,online_retail,2009-12-16 13:49:00,setl_492362,customer_15222
uci_492367,492367,618.79,GBP,captured,online_retail,2009-12-16 14:00:00,setl_492367,customer_13178
uci_492368,492368,519.53,GBP,captured,online_retail,2009-12-16 14:08:00,setl_492368,customer_14415
uci_492369,492369,323.25,GBP,captured,online_retail,2009-12-16 14:09:00,setl_492369,customer_16195
uci_492370,492370,130.51,GBP,captured,online_retail,2009-12-16 14:12:00,setl_492370,customer_16891
uci_492371,492371,252.2,GBP,captured,online_retail,2009-12-16 14:22:00,setl_492371,customer_14952
uci_492372,492372,195.5,GBP,captured,online_retail,2009-12-16 14:22:00,setl_492372,customer_13693
uci_492374,492374,425.95,GBP,captured,online_retail,2009-12-16 14:41:00,setl_492374,customer_15984
uci_492375,492375,14.2,GBP,captured,online_retail,2009-12-16 14:54:00,setl_492375,customer_15577
uci_492376,492376,215.75,GBP,captured,online_retail,2009-12-16 14:59:00,setl_492376,customer_17776
uci_492378,492378,422.15,GBP,captured,online_retail,2009-12-16 15:05:00,setl_492378,customer_16569
uci_492379,492379,338.31,GBP,captured,online_retail,2009-12-16 15:06:00,setl_492379,customer_17469
uci_492380,492380,274.32,GBP,captured,online_retail,2009-12-16 15:11:00,setl_492380,customer_14055
uci_492383,492383,542.36,GBP,captured,online_retail,2009-12-16 15:11:00,setl_492383,customer_17873
uci_492387,492387,1088.8,GBP,captured,online_retail,2009-12-16 15:13:00,setl_492387,customer_15044
uci_492391,492391,340.67,GBP,captured,online_retail,2009-12-16 15:16:00,setl_492391,customer_13426
uci_492395,492395,22.67,GBP,captured,online_retail,2009-12-16 15:21:00,setl_492395,customer_17988
uci_492397,492397,78.2,GBP,captured,online_retail,2009-12-16 15:24:00,setl_492397,customer_12359
uci_492398,492398,50.4,GBP,captured,online_retail,2009-12-16 15:24:00,setl_492398,customer_17873
uci_492399,492399,320.65,GBP,captured,online_retail,2009-12-16 15:31:00,setl_492399,customer_14329
uci_492401,492401,324.87,GBP,captured,online_retail,2009-12-16 15:38:00,setl_492401,customer_15311
uci_492403,492403,276.5,GBP,captured,online_retail,2009-12-16 15:45:00,setl_492403,customer_17091
uci_492404,492404,98.3,GBP,captured,online_retail,2009-12-16 15:45:00,setl_492404,customer_16694
uci_492405,492405,255.37,GBP,captured,online_retail,2009-12-16 15:48:00,setl_492405,customer_15055
uci_492406,492406,597.5,GBP,captured,online_retail,2009-12-16 15:57:00,setl_492406,customer_18144
uci_492407,492407,278.07,GBP,captured,online_retail,2009-12-16 16:02:00,setl_492407,customer_15750
uci_492408,492408,133.0,GBP,captured,online_retail,2009-12-16 16:04:00,setl_492408,customer_16987
uci_492409,492409,189.31,GBP,captured,online_retail,2009-12-16 16:07:00,setl_492409,customer_13008
uci_492410,492410,781.1,GBP,captured,online_retail,2009-12-16 16:10:00,setl_492410,customer_13941
uci_492412,492412,136.2,GBP,captured,online_retail,2009-12-16 16:24:00,setl_492412,customer_14092
uci_492413,492413,295.64,GBP,captured,online_retail,2009-12-16 16:25:00,setl_492413,customer_12867
uci_492415,492415,904.38,GBP,captured,online_retail,2009-12-16 17:06:00,setl_492415,customer_17428
uci_492417,492417,220.07,GBP,captured,online_retail,2009-12-16 17:22:00,setl_492417,customer_16742
uci_492418,492418,3416.72,GBP,captured,online_retail,2009-12-16 17:27:00,setl_492418,customer_15498
uci_492419,492419,426.09,GBP,captured,online_retail,2009-12-16 17:34:00,setl_492419,customer_14540
uci_492421,492421,125.95,GBP,captured,online_retail,2009-12-16 17:40:00,setl_492421,customer_17402
uci_492423,492423,124.57,GBP,captured,online_retail,2009-12-16 17:45:00,setl_492423,customer_12748
uci_492424,492424,3.75,GBP,captured,online_retail,2009-12-16 17:45:00,setl_492424,customer_17402
uci_492426,492426,301.02,GBP,captured,online_retail,2009-12-17 08:37:00,setl_492426,customer_17157
uci_492427,492427,342.55,GBP,captured,online_retail,2009-12-17 08:39:00,setl_492427,customer_14113
uci_492428,492428,447.53,GBP,captured,online_retail,2009-12-17 08:55:00,setl_492428,customer_18201
uci_492429,492429,1425.3,GBP,captured,online_retail,2009-12-17 09:09:00,setl_492429,customer_13225
uci_492430,492430,100.8,GBP,captured,online_retail,2009-12-17 09:44:00,setl_492430,customer_14113
uci_492431,492431,353.0,GBP,captured,online_retail,2009-12-17 09:54:00,setl_492431,customer_17662
uci_492432,492432,273.88,GBP,captured,online_retail,2009-12-17 09:55:00,setl_492432,customer_13491
uci_492433,492433,176.4,GBP,captured,online_retail,2009-12-17 10:08:00,setl_492433,customer_17150
uci_492434,492434,589.34,GBP,captured,online_retail,2009-12-17 10:17:00,setl_492434,customer_15601
uci_492435,492435,140.9,GBP,captured,online_retail,2009-12-17 10:20:00,setl_492435,customer_15863
uci_492436,492436,329.58,GBP,captured,online_retail,2009-12-17 10:22:00,setl_492436,customer_18186
uci_492437,492437,323.78,GBP,captured,online_retail,2009-12-17 10:27:00,setl_492437,customer_13269
uci_492438,492438,164.59,GBP,captured,online_retail,2009-12-17 10:30:00,setl_492438,customer_13875
uci_492439,492439,1952.64,GBP,captured,online_retail,2009-12-17 10:39:00,setl_492439,customer_12557
uci_492440,492440,295.55,GBP,captured,online_retail,2009-12-17 10:52:00,setl_492440,customer_13266
uci_492441,492441,435.45,GBP,captured,online_retail,2009-12-17 10:57:00,setl_492441,customer_14484
uci_492442,492442,323.0,GBP,captured,online_retail,2009-12-17 10:58:00,setl_492442,customer_13798
uci_492443,492443,366.62,GBP,captured,online_retail,2009-12-17 10:59:00,setl_492443,customer_13777
uci_492444,492444,171.26,GBP,captured,online_retail,2009-12-17 11:06:00,setl_492444,customer_18097
uci_492445,492445,1594.85,GBP,captured,online_retail,2009-12-17 11:07:00,setl_492445,customer_17230
uci_492446,492446,589.4,GBP,captured,online_retail,2009-12-17 11:11:00,setl_492446,customer_13520
uci_492448,492448,699.08,GBP,captured,online_retail,2009-12-17 11:24:00,setl_492448,customer_17243
uci_492449,492449,120.15,GBP,captured,online_retail,2009-12-17 11:24:00,setl_492449,customer_16139
uci_492465,492465,193.85,GBP,captured,online_retail,2009-12-17 11:33:00,setl_492465,customer_13564
uci_492462,492462,233.94,GBP,captured,online_retail,2009-12-17 11:33:00,setl_492462,customer_15862
uci_492472,492472,172.07,GBP,captured,online_retail,2009-12-17 11:38:00,setl_492472,customer_15862
uci_492484,492484,176.71,GBP,captured,online_retail,2009-12-17 11:43:00,setl_492484,customer_15862
uci_492499,492499,400.76,GBP,captured,online_retail,2009-12-17 11:49:00,setl_492499,customer_17739
uci_492500,492500,6.6,GBP,captured,online_retail,2009-12-17 11:49:00,setl_492500,customer_13564
uci_492512,492512,199.19,GBP,captured,online_retail,2009-12-17 11:53:00,setl_492512,customer_14425
uci_492516,492516,226.74,GBP,captured,online_retail,2009-12-17 11:58:00,setl_492516,customer_13448
uci_492517,492517,233.4,GBP,captured,online_retail,2009-12-17 11:59:00,setl_492517,customer_17612
uci_492518,492518,809.62,GBP,captured,online_retail,2009-12-17 12:01:00,setl_492518,customer_13408
uci_492519,492519,299.65,GBP,captured,online_retail,2009-12-17 12:04:00,setl_492519,customer_14543
uci_492520,492520,420.41,GBP,captured,online_retail,2009-12-17 12:12:00,setl_492520,customer_14422
uci_492521,492521,71.4,GBP,captured,online_retail,2009-12-17 12:27:00,setl_492521,customer_18006
uci_492522,492522,160.83,GBP,captured,online_retail,2009-12-17 12:30:00,setl_492522,customer_14051
uci_492524,492524,391.44,GBP,captured,online_retail,2009-12-17 12:31:00,setl_492524,customer_14110
uci_492525,492525,74.94,GBP,captured,online_retail,2009-12-17 12:32:00,setl_492525,customer_12748
uci_492526,492526,7.8,GBP,captured,online_retail,2009-12-17 12:34:00,setl_492526,customer_12748
uci_492527,492527,437.96,GBP,captured,online_retail,2009-12-17 12:39:00,setl_492527,customer_14040
uci_492528,492528,302.06,GBP,captured,online_retail,2009-12-17 12:42:00,setl_492528,customer_16945
uci_492529,492529,433.96,GBP,captured,online_retail,2009-12-17 12:46:00,setl_492529,customer_17377
uci_492530,492530,2.95,GBP,captured,online_retail,2009-12-17 12:49:00,setl_492530,customer_14095
uci_492534,492534,78.33,GBP,captured,online_retail,2009-12-17 13:07:00,setl_492534,customer_17961
uci_492535,492535,286.04,GBP,captured,online_retail,2009-12-17 13:09:00,setl_492535,customer_13577
uci_492536,492536,343.96,GBP,captured,online_retail,2009-12-17 13:14:00,setl_492536,customer_16701
uci_492537,492537,411.7,GBP,captured,online_retail,2009-12-17 13:15:00,setl_492537,customer_16560
uci_492538,492538,255.15,GBP,captured,online_retail,2009-12-17 13:17:00,setl_492538,customer_18061
uci_492539,492539,252.59,GBP,captured,online_retail,2009-12-17 13:35:00,setl_492539,customer_16908
uci_492540,492540,256.66,GBP,captured,online_retail,2009-12-17 13:36:00,setl_492540,customer_15005
uci_492542,492542,88.28,GBP,captured,online_retail,2009-12-17 13:38:00,setl_492542,customer_15889
uci_492544,492544,96.0,GBP,captured,online_retail,2009-12-17 13:44:00,setl_492544,customer_13427
uci_492545,492545,139.0,GBP,captured,online_retail,2009-12-17 13:51:00,setl_492545,customer_16019
uci_492546,492546,141.0,GBP,captured,online_retail,2009-12-17 14:01:00,setl_492546,customer_13557
uci_492547,492547,424.3,GBP,captured,online_retail,2009-12-17 14:08:00,setl_492547,customer_17103
uci_492549,492549,339.9,GBP,captured,online_retail,2009-12-17 14:15:00,setl_492549,customer_13203
uci_492571,492571,310.7,GBP,captured,online_retail,2009-12-17 14:22:00,setl_492571,customer_16439
uci_492578,492578,319.5,GBP,captured,online_retail,2009-12-17 14:37:00,setl_492578,customer_15194
uci_492579,492579,1707.48,GBP,captured,online_retail,2009-12-17 14:38:00,setl_492579,customer_15311
uci_492580,492580,144.51,GBP,captured,online_retail,2009-12-17 14:43:00,setl_492580,customer_12937
uci_492581,492581,251.3,GBP,captured,online_retail,2009-12-17 15:02:00,setl_492581,customer_15270
uci_492582,492582,322.6,GBP,captured,online_retail,2009-12-17 15:03:00,setl_492582,customer_18223
uci_492583,492583,263.9,GBP,captured,online_retail,2009-12-17 15:06:00,setl_492583,customer_15270
uci_492585,492585,754.75,GBP,captured,online_retail,2009-12-17 15:26:00,setl_492585,customer_14085
uci_492588,492588,348.2,GBP,captured,online_retail,2009-12-17 15:33:00,setl_492588,customer_16150
uci_492589,492589,95.4,GBP,captured,online_retail,2009-12-17 15:37:00,setl_492589,customer_13319
uci_492591,492591,282.3,GBP,captured,online_retail,2009-12-17 15:39:00,setl_492591,customer_16661
uci_492592,492592,799.3,GBP,captured,online_retail,2009-12-17 15:41:00,setl_492592,customer_17400
uci_492593,492593,208.66,GBP,captured,online_retail,2009-12-17 15:44:00,setl_492593,customer_15917
uci_492594,492594,117.35,GBP,captured,online_retail,2009-12-17 15:46:00,setl_492594,customer_17631
uci_492635,492635,729.12,GBP,captured,online_retail,2009-12-17 16:18:00,setl_492635,customer_17526
uci_492640,492640,421.4,GBP,captured,online_retail,2009-12-17 16:38:00,setl_492640,customer_13077
uci_492641,492641,162.8,GBP,captured,online_retail,2009-12-17 16:43:00,setl_492641,customer_13039
uci_492643,492643,234.54,GBP,captured,online_retail,2009-12-17 16:58:00,setl_492643,customer_17576
uci_492644,492644,950.04,GBP,captured,online_retail,2009-12-17 17:16:00,setl_492644,customer_16200
uci_492650,492650,803.25,GBP,captured,online_retail,2009-12-17 17:43:00,setl_492650,customer_14911
uci_492652,492652,184.44,GBP,captured,online_retail,2009-12-17 17:46:00,setl_492652,customer_15428
uci_492659,492659,173.22,GBP,captured,online_retail,2009-12-17 17:54:00,setl_492659,customer_16720
uci_492680,492680,157.43,GBP,captured,online_retail,2009-12-17 18:20:00,setl_492680,customer_14606
uci_492684,492684,144.6,GBP,captured,online_retail,2009-12-17 18:35:00,setl_492684,customer_16351
uci_492687,492687,10.1,GBP,captured,online_retail,2009-12-17 18:41:00,setl_492687,customer_17961
uci_492705,492705,429.8,GBP,captured,online_retail,2009-12-17 19:42:00,setl_492705,customer_14702
uci_492707,492707,133.34,GBP,captured,online_retail,2009-12-17 19:54:00,setl_492707,customer_15879
uci_492708,492708,428.44,GBP,captured,online_retail,2009-12-18 09:16:00,setl_492708,customer_16556
uci_492710,492710,608.4,GBP,captured,online_retail,2009-12-18 09:58:00,setl_492710,customer_17638
uci_492711,492711,6.75,GBP,captured,online_retail,2009-12-18 10:09:00,setl_492711,customer_12471
uci_492713,492713,6.75,GBP,captured,online_retail,2009-12-18 10:11:00,setl_492713,customer_12471
uci_492714,492714,351.69,GBP,captured,online_retail,2009-12-18 10:24:00,setl_492714,customer_17913
uci_492716,492716,205.47,GBP,captured,online_retail,2009-12-18 10:25:00,setl_492716,customer_12708
uci_492717,492717,458.2,GBP,captured,online_retail,2009-12-18 10:43:00,setl_492717,customer_12826
uci_492718,492718,22.5,GBP,captured,online_retail,2009-12-18 10:47:00,setl_492718,customer_12346
uci_492720,492720,896.85,GBP,captured,online_retail,2009-12-18 10:50:00,setl_492720,customer_16772
uci_492722,492722,1.0,GBP,captured,online_retail,2009-12-18 10:55:00,setl_492722,customer_12346
uci_492723,492723,8.4,GBP,captured,online_retail,2009-12-18 10:57:00,setl_492723,customer_15858
uci_492724,492724,8370.08,GBP,captured,online_retail,2009-12-18 10:59:00,setl_492724,customer_14646
uci_492726,492726,294.0,GBP,captured,online_retail,2009-12-18 11:03:00,setl_492726,customer_17927
uci_492727,492727,567.0,GBP,captured,online_retail,2009-12-18 11:10:00,setl_492727,customer_16029
uci_492728,492728,622.48,GBP,captured,online_retail,2009-12-18 11:18:00,setl_492728,customer_15311
uci_492729,492729,366.58,GBP,captured,online_retail,2009-12-18 11:32:00,setl_492729,customer_15911
uci_492730,492730,64.17,GBP,captured,online_retail,2009-12-18 11:34:00,setl_492730,customer_14083
uci_492731,492731,290.65,GBP,captured,online_retail,2009-12-18 11:39:00,setl_492731,customer_14555
uci_492732,492732,486.0,GBP,captured,online_retail,2009-12-18 11:59:00,setl_492732,customer_16210
uci_492733,492733,376.0,GBP,captured,online_retail,2009-12-18 12:03:00,setl_492733,customer_16296
uci_492734,492734,70.8,GBP,captured,online_retail,2009-12-18 12:04:00,setl_492734,customer_18036
uci_492735,492735,668.65,GBP,captured,online_retail,2009-12-18 12:06:00,setl_492735,customer_12921
uci_492736,492736,102.75,GBP,captured,online_retail,2009-12-18 12:19:00,setl_492736,customer_13921
uci_492737,492737,356.95,GBP,captured,online_retail,2009-12-18 12:21:00,setl_492737,customer_17243
uci_492738,492738,1010.55,GBP,captured,online_retail,2009-12-18 12:23:00,setl_492738,customer_14527
uci_492741,492741,3.75,GBP,captured,online_retail,2009-12-18 12:27:00,setl_492741,customer_18037
uci_492740,492740,1839.6,GBP,captured,online_retail,2009-12-18 12:27:00,setl_492740,customer_14063
uci_492742,492742,1636.43,GBP,captured,online_retail,2009-12-18 12:33:00,setl_492742,customer_12455
uci_492743,492743,143.7,GBP,captured,online_retail,2009-12-18 12:43:00,setl_492743,customer_13995
uci_492744,492744,75.0,GBP,captured,online_retail,2009-12-18 12:44:00,setl_492744,customer_12422
uci_492745,492745,310.01,GBP,captured,online_retail,2009-12-18 12:59:00,setl_492745,customer_16600
uci_492747,492747,187.55,GBP,captured,online_retail,2009-12-18 13:03:00,setl_492747,customer_17372
uci_492749,492749,757.45,GBP,captured,online_retail,2009-12-18 13:35:00,setl_492749,customer_14911
uci_492750,492750,285.3,GBP,captured,online_retail,2009-12-18 13:39:00,setl_492750,customer_15768
uci_492751,492751,316.59,GBP,captured,online_retail,2009-12-18 13:46:00,setl_492751,customer_15768
uci_492752,492752,1.95,GBP,captured,online_retail,2009-12-18 13:47:00,setl_492752,customer_18037
uci_492753,492753,779.04,GBP,captured,online_retail,2009-12-18 13:48:00,setl_492753,customer_14156
uci_492761,492761,664.65,GBP,captured,online_retail,2009-12-18 14:22:00,setl_492761,customer_14911
uci_492760,492760,180.3,GBP,captured,online_retail,2009-12-18 14:22:00,setl_492760,customer_18071
uci_492762,492762,914.24,GBP,captured,online_retail,2009-12-18 14:23:00,setl_492762,customer_14031
uci_492763,492763,307.91,GBP,captured,online_retail,2009-12-18 14:28:00,setl_492763,customer_17028
uci_492764,492764,498.5,GBP,captured,online_retail,2009-12-18 14:31:00,setl_492764,customer_16222
uci_492765,492765,495.65,GBP,captured,online_retail,2009-12-18 14:54:00,setl_492765,customer_13855
uci_492766,492766,211.36,GBP,captured,online_retail,2009-12-18 15:02:00,setl_492766,customer_14401
uci_492767,492767,340.5,GBP,captured,online_retail,2009-12-18 15:03:00,setl_492767,customer_16746
uci_492768,492768,316.54,GBP,captured,online_retail,2009-12-18 15:06:00,setl_492768,customer_12839
uci_492769,492769,272.0,GBP,captured,online_retail,2009-12-18 15:08:00,setl_492769,customer_15497
uci_492770,492770,86.46,GBP,captured,online_retail,2009-12-18 15:28:00,setl_492770,customer_14949
uci_492771,492771,101.04,GBP,captured,online_retail,2009-12-18 15:29:00,setl_492771,customer_17324
uci_492772,492772,131.25,GBP,captured,online_retail,2009-12-18 15:35:00,setl_492772,customer_15409
uci_492773,492773,914.16,GBP,captured,online_retail,2009-12-18 15:35:00,setl_492773,customer_13327
uci_492774,492774,314.44,GBP,captured,online_retail,2009-12-18 15:46:00,setl_492774,customer_13781
uci_492775,492775,312.6,GBP,captured,online_retail,2009-12-18 15:57:00,setl_492775,customer_16592
uci_492776,492776,410.42,GBP,captured,online_retail,2009-12-18 16:04:00,setl_492776,customer_15326
uci_492777,492777,207.71,GBP,captured,online_retail,2009-12-18 16:06:00,setl_492777,customer_13468
uci_492778,492778,376.85,GBP,captured,online_retail,2009-12-18 16:13:00,setl_492778,customer_18252
uci_492779,492779,107.3,GBP,captured,online_retail,2009-12-18 16:36:00,setl_492779,customer_17969
uci_492780,492780,3.9,GBP,captured,online_retail,2009-12-18 16:56:00,setl_492780,customer_14031
uci_492781,492781,646.3,GBP,captured,online_retail,2009-12-18 16:57:00,setl_492781,customer_14105
uci_492784,492784,403.56,GBP,captured,online_retail,2009-12-18 17:24:00,setl_492784,customer_17841
uci_492785,492785,485.4,GBP,captured,online_retail,2009-12-18 17:30:00,setl_492785,customer_15856
uci_492792,492792,330.05,GBP,captured,online_retail,2009-12-20 10:08:00,setl_492792,customer_17243
uci_492793,492793,313.83,GBP,captured,online_retail,2009-12-20 10:13:00,setl_492793,customer_15841
uci_492794,492794,310.72,GBP,captured,online_retail,2009-12-20 10:41:00,setl_492794,customer_13847
uci_492795,492795,158.6,GBP,captured,online_retail,2009-12-20 10:43:00,setl_492795,customer_18077
uci_492796,492796,153.2,GBP,captured,online_retail,2009-12-20 11:12:00,setl_492796,customer_17372
uci_492797,492797,353.25,GBP,captured,online_retail,2009-12-20 11:17:00,setl_492797,customer_17412
uci_492798,492798,193.53,GBP,captured,online_retail,2009-12-20 11:25:00,setl_492798,customer_16011
uci_492799,492799,511.14,GBP,captured,online_retail,2009-12-20 11:36:00,setl_492799,customer_17865
uci_492800,492800,243.0,GBP,captured,online_retail,2009-12-20 11:50:00,setl_492800,customer_13542
uci_492801,492801,254.54,GBP,captured,online_retail,2009-12-20 12:04:00,setl_492801,customer_17231
uci_492803,492803,383.86,GBP,captured,online_retail,2009-12-20 12:06:00,setl_492803,customer_17851
uci_492804,492804,264.64,GBP,captured,online_retail,2009-12-20 12:10:00,setl_492804,customer_15456
uci_492806,492806,756.15,GBP,captured,online_retail,2009-12-20 12:21:00,setl_492806,customer_14299
uci_492805,492805,243.65,GBP,captured,online_retail,2009-12-20 12:21:00,setl_492805,customer_15518
uci_492807,492807,229.37,GBP,captured,online_retail,2009-12-20 12:28:00,setl_492807,customer_17211
uci_492807,492807,113.45,GBP,captured,online_retail,2009-12-20 12:29:00,setl_492807,customer_17211
uci_492808,492808,464.56,GBP,captured,online_retail,2009-12-20 12:32:00,setl_492808,customer_13078
uci_492809,492809,316.83,GBP,captured,online_retail,2009-12-20 12:35:00,setl_492809,customer_17624
uci_492810,492810,602.4,GBP,captured,online_retail,2009-12-20 12:47:00,setl_492810,customer_17858
uci_492811,492811,226.54,GBP,captured,online_retail,2009-12-20 13:01:00,setl_492811,customer_17085
uci_492812,492812,554.0,GBP,captured,online_retail,2009-12-20 13:09:00,setl_492812,customer_13871
uci_492813,492813,622.65,GBP,captured,online_retail,2009-12-20 13:14:00,setl_492813,customer_17920
uci_492814,492814,412.62,GBP,captured,online_retail,2009-12-20 13:17:00,setl_492814,customer_14560
uci_492815,492815,111.68,GBP,captured,online_retail,2009-12-20 13:28:00,setl_492815,customer_17841
uci_492816,492816,330.6,GBP,captured,online_retail,2009-12-20 13:30:00,setl_492816,customer_12609
uci_492817,492817,199.13,GBP,captured,online_retail,2009-12-20 13:37:00,setl_492817,customer_16593
uci_492818,492818,259.15,GBP,captured,online_retail,2009-12-20 13:47:00,setl_492818,customer_14790
uci_492819,492819,913.15,GBP,captured,online_retail,2009-12-20 14:34:00,setl_492819,customer_16779
uci_492820,492820,192.09,GBP,captured,online_retail,2009-12-20 14:40:00,setl_492820,customer_14404
uci_492822,492822,46.8,GBP,captured,online_retail,2009-12-20 14:45:00,setl_492822,customer_14404
uci_492823,492823,379.72,GBP,captured,online_retail,2009-12-20 14:59:00,setl_492823,customer_15358
uci_492824,492824,3.37,GBP,captured,online_retail,2009-12-20 15:00:00,setl_492824,customer_17961
uci_492830,492830,975.06,GBP,captured,online_retail,2009-12-20 15:38:00,setl_492830,customer_12683
uci_492832,492832,321.88,GBP,captured,online_retail,2009-12-21 09:00:00,setl_492832,customer_13111
uci_492834,492834,367.8,GBP,captured,online_retail,2009-12-21 09:45:00,setl_492834,customer_18051
uci_492836,492836,200.0,GBP,captured,online_retail,2009-12-21 10:10:00,setl_492836,customer_18102
uci_492837,492837,633.22,GBP,captured,online_retail,2009-12-21 10:22:00,setl_492837,customer_17675
uci_492839,492839,673.12,GBP,captured,online_retail,2009-12-21 11:08:00,setl_492839,customer_14085
uci_492840,492840,107.1,GBP,captured,online_retail,2009-12-21 11:13:00,setl_492840,customer_14987
uci_492841,492841,7.95,GBP,captured,online_retail,2009-12-21 11:14:00,setl_492841,customer_14987
uci_492842,492842,607.0,GBP,captured,online_retail,2009-12-21 11:31:00,setl_492842,customer_12748
uci_492843,492843,456.0,GBP,captured,online_retail,2009-12-21 11:38:00,setl_492843,customer_13089
uci_492869,492869,122.25,GBP,captured,online_retail,2009-12-21 11:51:00,setl_492869,customer_15039
uci_492875,492875,270.0,GBP,captured,online_retail,2009-12-21 11:52:00,setl_492875,customer_16282
uci_492878,492878,266.7,GBP,captured,online_retail,2009-12-21 11:53:00,setl_492878,customer_13510
uci_492891,492891,318.66,GBP,captured,online_retail,2009-12-21 12:02:00,setl_492891,customer_13408
uci_492929,492929,371.55,GBP,captured,online_retail,2009-12-21 12:17:00,setl_492929,customer_16713
uci_492935,492935,74.1,GBP,captured,online_retail,2009-12-21 12:18:00,setl_492935,customer_13641
uci_492940,492940,209.4,GBP,captured,online_retail,2009-12-21 12:20:00,setl_492940,customer_17696
uci_492942,492942,305.95,GBP,captured,online_retail,2009-12-21 12:38:00,setl_492942,customer_17213
uci_492943,492943,7112.68,GBP,captured,online_retail,2009-12-21 13:04:00,setl_492943,customer_14156
uci_492944,492944,138.75,GBP,captured,online_retail,2009-12-21 13:18:00,setl_492944,customer_12682
uci_492945,492945,308.34,GBP,captured,online_retail,2009-12-21 13:29:00,setl_492945,customer_14032
uci_492948,492948,154.65,GBP,captured,online_retail,2009-12-21 14:33:00,setl_492948,customer_14606
uci_492949,492949,66.48,GBP,captured,online_retail,2009-12-21 14:52:00,setl_492949,customer_14119
uci_492950,492950,801.43,GBP,captured,online_retail,2009-12-21 14:52:00,setl_492950,customer_12471
uci_492951,492951,433.99,GBP,captured,online_retail,2009-12-21 15:06:00,setl_492951,customer_16525
uci_492953,492953,487.3,GBP,captured,online_retail,2009-12-21 15:20:00,setl_492953,customer_14505
uci_492954,492954,178.5,GBP,captured,online_retail,2009-12-21 15:22:00,setl_492954,customer_17182
uci_492975,492975,50.25,GBP,captured,online_retail,2009-12-21 15:36:00,setl_492975,customer_17961
uci_492993,492993,30.64,GBP,captured,online_retail,2009-12-21 15:54:00,setl_492993,customer_14819
uci_493050,493050,122.3,GBP,captured,online_retail,2009-12-21 16:24:00,setl_493050,customer_17377
uci_493052,493052,303.85,GBP,captured,online_retail,2009-12-21 16:32:00,setl_493052,customer_14480
uci_493053,493053,66.2,GBP,captured,online_retail,2009-12-21 16:34:00,setl_493053,customer_17888
uci_493069,493069,196.75,GBP,captured,online_retail,2009-12-22 09:21:00,setl_493069,customer_14293
uci_493071,493071,398.7,GBP,captured,online_retail,2009-12-22 09:35:00,setl_493071,customer_18092
uci_493076,493076,24.45,GBP,captured,online_retail,2009-12-22 09:49:00,setl_493076,customer_17961
uci_493077,493077,313.6,GBP,captured,online_retail,2009-12-22 09:50:00,setl_493077,customer_14841
uci_493139,493139,581.45,GBP,captured,online_retail,2009-12-22 11:32:00,setl_493139,customer_15311
uci_493157,493157,212.21,GBP,captured,online_retail,2009-12-22 11:41:00,setl_493157,customer_15911
uci_493181,493181,3284.88,GBP,captured,online_retail,2009-12-22 12:01:00,setl_493181,customer_18251
uci_493183,493183,568.51,GBP,captured,online_retail,2009-12-22 12:03:00,setl_493183,customer_12440
uci_493187,493187,192.42,GBP,captured,online_retail,2009-12-22 12:05:00,setl_493187,customer_18190
uci_493188,493188,22.96,GBP,captured,online_retail,2009-12-22 12:38:00,setl_493188,customer_15581
uci_493189,493189,68.14,GBP,captured,online_retail,2009-12-22 12:42:00,setl_493189,customer_15581
uci_493200,493200,66.01,GBP,captured,online_retail,2009-12-22 13:22:00,setl_493200,customer_17961
uci_493257,493257,1072.44,GBP,captured,online_retail,2009-12-22 14:15:00,setl_493257,customer_14063
uci_493258,493258,2872.04,GBP,captured,online_retail,2009-12-22 14:19:00,setl_493258,customer_18102
uci_493266,493266,136.3,GBP,captured,online_retail,2009-12-22 15:05:00,setl_493266,customer_13455
uci_493300,493300,131.8,GBP,captured,online_retail,2009-12-22 15:24:00,setl_493300,customer_17969
uci_493301,493301,179.46,GBP,captured,online_retail,2009-12-22 15:37:00,setl_493301,customer_13082
uci_493302,493302,21.51,GBP,captured,online_retail,2009-12-22 15:39:00,setl_493302,customer_17961
uci_493303,493303,12.72,GBP,captured,online_retail,2009-12-22 15:40:00,setl_493303,customer_13082
uci_493304,493304,21.4,GBP,captured,online_retail,2009-12-22 15:42:00,setl_493304,customer_17961
uci_493308,493308,324.99,GBP,captured,online_retail,2009-12-22 16:17:00,setl_493308,customer_15064
uci_493325,493325,701.2,GBP,captured,online_retail,2009-12-23 07:57:00,setl_493325,customer_13694
uci_493326,493326,799.92,GBP,captured,online_retail,2009-12-23 09:20:00,setl_493326,customer_18092
uci_493360,493360,113.12,GBP,captured,online_retail,2009-12-23 10:17:00,setl_493360,customer_18252
uci_493371,493371,352.05,GBP,captured,online_retail,2009-12-23 10:54:00,setl_493371,customer_14151
uci_493372,493372,643.7,GBP,captured,online_retail,2009-12-23 11:21:00,setl_493372,customer_15044
uci_493375,493375,163.2,GBP,captured,online_retail,2009-12-23 12:07:00,setl_493375,customer_15514
uci_493376,493376,1.95,GBP,captured,online_retail,2009-12-23 12:18:00,setl_493376,customer_17961
