ledger_entry_id,invoice_ref,expected_amount,customer_name,entry_date,status
uci_ledger_492527,UCI-492527,437.96,customer_14040,2009-12-17,open
uci_ledger_492528,UCI-492528,302.06,customer_16945,2009-12-17,open
uci_ledger_492529,UCI-492529,433.96,customer_17377,2009-12-17,open
uci_ledger_492530,UCI-492530,2.95,customer_14095,2009-12-17,open
uci_ledger_492534,UCI-492534,78.33,customer_17961,2009-12-17,open
uci_ledger_492535,UCI-492535,286.04,customer_13577,2009-12-17,open
uci_ledger_492536,UCI-492536,343.96,customer_16701,2009-12-17,open
uci_ledger_492537,UCI-492537,411.7,customer_16560,2009-12-17,open
uci_ledger_492538,UCI-492538,255.15,customer_18061,2009-12-17,open
uci_ledger_492539,UCI-492539,252.59,customer_16908,2009-12-17,open
uci_ledger_492540,UCI-492540,256.66,customer_15005,2009-12-17,open
uci_ledger_492542,UCI-492542,88.28,customer_15889,2009-12-17,open
uci_ledger_492544,UCI-492544,96.0,customer_13427,2009-12-17,open
uci_ledger_492545,UCI-492545,139.0,customer_16019,2009-12-17,open
uci_ledger_492546,UCI-492546,141.0,customer_13557,2009-12-17,open
uci_ledger_492547,UCI-492547,424.3,customer_17103,2009-12-17,open
uci_ledger_492549,UCI-492549,339.9,customer_13203,2009-12-17,open
uci_ledger_492571,UCI-492571,310.7,customer_16439,2009-12-17,open
uci_ledger_492578,UCI-492578,319.5,customer_15194,2009-12-17,open
uci_ledger_492579,UCI-492579,1707.48,customer_15311,2009-12-17,open
uci_ledger_492580,UCI-492580,144.51,customer_12937,2009-12-17,open
uci_ledger_492581,UCI-492581,251.3,customer_15270,2009-12-17,open
uci_ledger_492582,UCI-492582,322.6,customer_18223,2009-12-17,open
uci_ledger_492583,UCI-492583,263.9,customer_15270,2009-12-17,open
uci_ledger_492585,UCI-492585,754.75,customer_14085,2009-12-17,open
uci_ledger_492588,UCI-492588,348.2,customer_16150,2009-12-17,open
uci_ledger_492589,UCI-492589,95.4,customer_13319,2009-12-17,open
uci_ledger_492591,UCI-492591,282.3,customer_16661,2009-12-17,open
uci_ledger_492592,UCI-492592,799.3,customer_17400,2009-12-17,open
uci_ledger_492593,UCI-492593,208.66,customer_15917,2009-12-17,open
uci_ledger_492594,UCI-492594,117.35,customer_17631,2009-12-17,open
uci_ledger_492635,UCI-492635,729.12,customer_17526,2009-12-17,open
uci_ledger_492640,UCI-492640,421.4,customer_13077,2009-12-17,open
uci_ledger_492641,UCI-492641,162.8,customer_13039,2009-12-17,open
uci_ledger_492643,UCI-492643,234.54,customer_17576,2009-12-17,open
uci_ledger_492644,UCI-492644,950.04,customer_16200,2009-12-17,open
uci_ledger_492650,UCI-492650,803.25,customer_14911,2009-12-17,open
uci_ledger_492652,UCI-492652,184.44,customer_15428,2009-12-17,open
uci_ledger_492659,UCI-492659,173.22,customer_16720,2009-12-17,open
uci_ledger_492680,UCI-492680,157.43,customer_14606,2009-12-17,open
uci_ledger_492684,UCI-492684,144.6,customer_16351,2009-12-17,open
uci_ledger_492687,UCI-492687,10.1,customer_17961,2009-12-17,open
uci_ledger_492705,UCI-492705,429.8,customer_14702,2009-12-17,open
uci_ledger_492707,UCI-492707,133.34,customer_15879,2009-12-17,open
uci_ledger_492708,UCI-492708,428.44,customer_16556,2009-12-18,open
uci_ledger_492710,UCI-492710,608.4,customer_17638,2009-12-18,open
uci_ledger_492711,UCI-492711,6.75,customer_12471,2009-12-18,open
uci_ledger_492713,UCI-492713,6.75,customer_12471,2009-12-18,open
uci_ledger_492714,UCI-492714,351.69,customer_17913,2009-12-18,open
uci_ledger_492716,UCI-492716,205.47,customer_12708,2009-12-18,open
uci_ledger_492717,UCI-492717,458.2,customer_12826,2009-12-18,open
uci_ledger_492718,UCI-492718,22.5,customer_12346,2009-12-18,open
uci_ledger_492720,UCI-492720,896.85,customer_16772,2009-12-18,open
uci_ledger_492722,UCI-492722,1.0,customer_12346,2009-12-18,open
uci_ledger_492723,UCI-492723,8.4,customer_15858,2009-12-18,open
uci_ledger_492724,UCI-492724,8370.08,customer_14646,2009-12-18,open
uci_ledger_492726,UCI-492726,294.0,customer_17927,2009-12-18,open
uci_ledger_492727,UCI-492727,567.0,customer_16029,2009-12-18,open
uci_ledger_492728,UCI-492728,622.48,customer_15311,2009-12-18,open
uci_ledger_492729,UCI-492729,366.58,customer_15911,2009-12-18,open
uci_ledger_492730,UCI-492730,64.17,customer_14083,2009-12-18,open
uci_ledger_492731,UCI-492731,290.65,customer_14555,2009-12-18,open
uci_ledger_492732,UCI-492732,486.0,customer_16210,2009-12-18,open
uci_ledger_492733,UCI-492733,376.0,customer_16296,2009-12-18,open
uci_ledger_492734,UCI-492734,70.8,customer_18036,2009-12-18,open
uci_ledger_492735,UCI-492735,668.65,customer_12921,2009-12-18,open
uci_ledger_492736,UCI-492736,102.75,customer_13921,2009-12-18,open
uci_ledger_492737,UCI-492737,356.95,customer_17243,2009-12-18,open
uci_ledger_492738,UCI-492738,1010.55,customer_14527,2009-12-18,open
uci_ledger_492741,UCI-492741,3.75,customer_18037,2009-12-18,open
uci_ledger_492740,UCI-492740,1839.6,customer_14063,2009-12-18,open
uci_ledger_492742,UCI-492742,1636.43,customer_12455,2009-12-18,open
uci_ledger_492743,UCI-492743,143.7,customer_13995,2009-12-18,open
uci_ledger_492744,UCI-492744,75.0,customer_12422,2009-12-18,open
uci_ledger_492745,UCI-492745,310.01,customer_16600,2009-12-18,open
uci_ledger_492747,UCI-492747,187.55,customer_17372,2009-12-18,open
uci_ledger_492749,UCI-492749,757.45,customer_14911,2009-12-18,open
uci_ledger_492750,UCI-492750,285.3,customer_15768,2009-12-18,open
uci_ledger_492751,UCI-492751,316.59,customer_15768,2009-12-18,open
uci_ledger_492752,UCI-492752,1.95,customer_18037,2009-12-18,open
uci_ledger_492753,UCI-492753,779.04,customer_14156,2009-12-18,open
uci_ledger_492761,UCI-492761,664.65,customer_14911,2009-12-18,open
uci_ledger_492760,UCI-492760,180.3,customer_18071,2009-12-18,open
uci_ledger_492762,UCI-492762,914.24,customer_14031,2009-12-18,open
uci_ledger_492763,UCI-492763,307.91,customer_17028,2009-12-18,open
uci_ledger_492764,UCI-492764,498.5,customer_16222,2009-12-18,open
uci_ledger_492765,UCI-492765,495.65,customer_13855,2009-12-18,open
uci_ledger_492766,UCI-492766,211.36,customer_14401,2009-12-18,open
uci_ledger_492767,UCI-492767,340.5,customer_16746,2009-12-18,open
uci_ledger_492768,UCI-492768,316.54,customer_12839,2009-12-18,open
uci_ledger_492769,UCI-492769,272.0,customer_15497,2009-12-18,open
uci_ledger_492770,UCI-492770,86.46,customer_14949,2009-12-18,open
uci_ledger_492771,UCI-492771,101.04,customer_17324,2009-12-18,open
uci_ledger_492772,UCI-492772,131.25,customer_15409,2009-12-18,open
uci_ledger_492773,UCI-492773,914.16,customer_13327,2009-12-18,open
uci_ledger_492774,UCI-492774,314.44,customer_13781,2009-12-18,open
uci_ledger_492775,UCI-492775,312.6,customer_16592,2009-12-18,open
uci_ledger_492776,UCI-492776,410.42,customer_15326,2009-12-18,open
uci_ledger_492777,UCI-492777,207.71,customer_13468,2009-12-18,open
uci_ledger_492778,UCI-492778,376.85,customer_18252,2009-12-18,open
uci_ledger_492779,UCI-492779,107.3,customer_17969,2009-12-18,open
uci_ledger_492780,UCI-492780,3.9,customer_14031,2009-12-18,open
uci_ledger_492781,UCI-492781,646.3,customer_14105,2009-12-18,open
uci_ledger_492784,UCI-492784,403.56,customer_17841,2009-12-18,open
uci_ledger_492785,UCI-492785,485.4,customer_15856,2009-12-18,open
uci_ledger_492792,UCI-492792,330.05,customer_17243,2009-12-20,open
uci_ledger_492793,UCI-492793,313.83,customer_15841,2009-12-20,open
uci_ledger_492794,UCI-492794,310.72,customer_13847,2009-12-20,open
uci_ledger_492795,UCI-492795,158.6,customer_18077,2009-12-20,open
uci_ledger_492796,UCI-492796,153.2,customer_17372,2009-12-20,open
uci_ledger_492797,UCI-492797,353.25,customer_17412,2009-12-20,open
uci_ledger_492798,UCI-492798,193.53,customer_16011,2009-12-20,open
uci_ledger_492799,UCI-492799,511.14,customer_17865,2009-12-20,open
uci_ledger_492800,UCI-492800,243.0,customer_13542,2009-12-20,open
uci_ledger_492801,UCI-492801,254.54,customer_17231,2009-12-20,open
uci_ledger_492803,UCI-492803,383.86,customer_17851,2009-12-20,open
uci_ledger_492804,UCI-492804,264.64,customer_15456,2009-12-20,open
uci_ledger_492806,UCI-492806,756.15,customer_14299,2009-12-20,open
uci_ledger_492805,UCI-492805,243.65,customer_15518,2009-12-20,open
uci_ledger_492807,UCI-492807,229.37,customer_17211,2009-12-20,open
uci_ledger_492807,UCI-492807,113.45,customer_17211,2009-12-20,open
uci_ledger_492808,UCI-492808,464.56,customer_13078,2009-12-20,open
uci_ledger_492809,UCI-492809,316.83,customer_17624,2009-12-20,open
uci_ledger_492810,UCI-492810,602.4,customer_17858,2009-12-20,open
uci_ledger_492811,UCI-492811,226.54,customer_17085,2009-12-20,open
uci_ledger_492812,UCI-492812,554.0,customer_13871,2009-12-20,open
uci_ledger_492813,UCI-492813,622.65,customer_17920,2009-12-20,open
uci_ledger_492814,UCI-492814,412.62,customer_14560,2009-12-20,open
uci_ledger_492815,UCI-492815,111.68,customer_17841,2009-12-20,open
uci_ledger_492816,UCI-492816,330.6,customer_12609,2009-12-20,open
uci_ledger_492817,UCI-492817,199.13,customer_16593,2009-12-20,open
uci_ledger_492818,UCI-492818,259.15,customer_14790,2009-12-20,open
uci_ledger_492819,UCI-492819,913.15,customer_16779,2009-12-20,open
uci_ledger_492820,UCI-492820,192.09,customer_14404,2009-12-20,open
uci_ledger_492822,UCI-492822,46.8,customer_14404,2009-12-20,open
uci_ledger_492823,UCI-492823,379.72,customer_15358,2009-12-20,open
uci_ledger_492824,UCI-492824,3.37,customer_17961,2009-12-20,open
uci_ledger_492830,UCI-492830,975.06,customer_12683,2009-12-20,open
uci_ledger_492832,UCI-492832,321.88,customer_13111,2009-12-21,open
uci_ledger_492834,UCI-492834,367.8,customer_18051,2009-12-21,open
uci_ledger_492836,UCI-492836,200.0,customer_18102,2009-12-21,open
uci_ledger_492837,UCI-492837,633.22,customer_17675,2009-12-21,open
uci_ledger_492839,UCI-492839,673.12,customer_14085,2009-12-21,open
uci_ledger_492840,UCI-492840,107.1,customer_14987,2009-12-21,open
uci_ledger_492841,UCI-492841,7.95,customer_14987,2009-12-21,open
uci_ledger_492842,UCI-492842,607.0,customer_12748,2009-12-21,open
uci_ledger_492843,UCI-492843,456.0,customer_13089,2009-12-21,open
uci_ledger_492869,UCI-492869,122.25,customer_15039,2009-12-21,open
uci_ledger_492875,UCI-492875,270.0,customer_16282,2009-12-21,open
uci_ledger_492878,UCI-492878,266.7,customer_13510,2009-12-21,open
uci_ledger_492891,UCI-492891,318.66,customer_13408,2009-12-21,open
uci_ledger_492929,UCI-492929,371.55,customer_16713,2009-12-21,open
uci_ledger_492935,UCI-492935,74.1,customer_13641,2009-12-21,open
uci_ledger_492940,UCI-492940,209.4,customer_17696,2009-12-21,open
uci_ledger_492942,UCI-492942,305.95,customer_17213,2009-12-21,open
uci_ledger_492943,UCI-492943,7112.68,customer_14156,2009-12-21,open
uci_ledger_492944,UCI-492944,138.75,customer_12682,2009-12-21,open
uci_ledger_492945,UCI-492945,308.34,customer_14032,2009-12-21,open
uci_ledger_492948,UCI-492948,154.65,customer_14606,2009-12-21,open
uci_ledger_492949,UCI-492949,66.48,customer_14119,2009-12-21,open
uci_ledger_492950,UCI-492950,801.43,customer_12471,2009-12-21,open
uci_ledger_492951,UCI-492951,433.99,customer_16525,2009-12-21,open
uci_ledger_492953,UCI-492953,487.3,customer_14505,2009-12-21,open
uci_ledger_492954,UCI-492954,178.5,customer_17182,2009-12-21,open
uci_ledger_492975,UCI-492975,50.25,customer_17961,2009-12-21,open
uci_ledger_492993,UCI-492993,30.64,customer_14819,2009-12-21,open
uci_ledger_493050,UCI-493050,122.3,customer_17377,2009-12-21,open
uci_ledger_493052,UCI-493052,303.85,customer_14480,2009-12-21,open
uci_ledger_493053,UCI-493053,66.2,customer_17888,2009-12-21,open
uci_ledger_493069,UCI-493069,196.75,customer_14293,2009-12-22,open
uci_ledger_493071,UCI-493071,398.7,customer_18092,2009-12-22,open
uci_ledger_493076,UCI-493076,24.45,customer_17961,2009-12-22,open
uci_ledger_493077,UCI-493077,313.6,customer_14841,2009-12-22,open
uci_ledger_493139,UCI-493139,581.45,customer_15311,2009-12-22,open
uci_ledger_493157,UCI-493157,212.21,customer_15911,2009-12-22,open
uci_ledger_493181,UCI-493181,3284.88,customer_18251,2009-12-22,open
uci_ledger_493183,UCI-493183,568.51,customer_12440,2009-12-22,open
uci_ledger_493187,UCI-493187,192.42,customer_18190,2009-12-22,open
uci_ledger_493188,UCI-493188,22.96,customer_15581,2009-12-22,open
uci_ledger_493189,UCI-493189,68.14,customer_15581,2009-12-22,open
uci_ledger_493200,UCI-493200,66.01,customer_17961,2009-12-22,open
uci_ledger_493257,UCI-493257,1072.44,customer_14063,2009-12-22,open
uci_ledger_493258,UCI-493258,2872.04,customer_18102,2009-12-22,open
uci_ledger_493266,UCI-493266,136.3,customer_13455,2009-12-22,open
uci_ledger_493300,UCI-493300,131.8,customer_17969,2009-12-22,open
uci_ledger_493301,UCI-493301,179.46,customer_13082,2009-12-22,open
uci_ledger_493302,UCI-493302,21.51,customer_17961,2009-12-22,open
uci_ledger_493303,UCI-493303,12.72,customer_13082,2009-12-22,open
uci_ledger_493304,UCI-493304,21.4,customer_17961,2009-12-22,open
uci_ledger_493308,UCI-493308,324.99,customer_15064,2009-12-22,open
uci_ledger_493325,UCI-493325,701.2,customer_13694,2009-12-23,open
uci_ledger_493326,UCI-493326,799.92,customer_18092,2009-12-23,open
uci_ledger_493360,UCI-493360,113.12,customer_18252,2009-12-23,open
uci_ledger_493371,UCI-493371,352.05,customer_14151,2009-12-23,open
uci_ledger_493372,UCI-493372,643.7,customer_15044,2009-12-23,open
uci_ledger_493375,UCI-493375,163.2,customer_15514,2009-12-23,open
uci_ledger_493376,UCI-493376,1.95,customer_17961,2009-12-23,open
uci_ledger_493393,UCI-493393,2565.83,customer_12539,2009-12-23,open
uci_ledger_493395,UCI-493395,2583.23,customer_12539,2009-12-23,open
uci_ledger_493398,UCI-493398,66.9,customer_12835,2009-12-23,open
uci_ledger_493399,UCI-493399,879.72,customer_15856,2009-12-23,open
uci_ledger_493407,UCI-493407,24.6,customer_17867,2009-12-23,open
uci_ledger_493409,UCI-493409,612.0,customer_17819,2009-12-23,open
uci_ledger_493410,UCI-493410,22.5,customer_12346,2010-01-04,open
uci_ledger_493412,UCI-493412,22.5,customer_12346,2010-01-04,open
uci_ledger_493414,UCI-493414,290.2,customer_14590,2010-01-04,open
uci_ledger_493427,UCI-493427,264.38,customer_13287,2010-01-04,open
uci_ledger_493428,UCI-493428,230.9,customer_16550,2010-01-04,open
uci_ledger_493432,UCI-493432,481.38,customer_14680,2010-01-04,open
uci_ledger_493433,UCI-493433,405.3,customer_14709,2010-01-04,open
uci_ledger_493434,UCI-493434,1021.02,customer_13798,2010-01-04,open
uci_ledger_493435,UCI-493435,797.65,customer_13206,2010-01-04,open
uci_ledger_493436,UCI-493436,3000.24,customer_13694,2010-01-04,open
uci_ledger_493437,UCI-493437,758.4,customer_13694,2010-01-04,open
uci_ledger_493438,UCI-493438,360.0,customer_13694,2010-01-04,open
uci_ledger_493439,UCI-493439,2021.72,customer_13694,2010-01-04,open
uci_ledger_493442,UCI-493442,309.2,customer_13821,2010-01-04,open
uci_ledger_493443,UCI-493443,567.5,customer_14527,2010-01-04,open
uci_ledger_493444,UCI-493444,211.29,customer_16792,2010-01-04,open
uci_ledger_493446,UCI-493446,189.68,customer_17807,2010-01-04,open
uci_ledger_493463,UCI-493463,30.37,customer_15581,2010-01-04,open
uci_ledger_493467,UCI-493467,415.85,customer_13004,2010-01-04,open
uci_ledger_493536,UCI-493536,412.17,customer_17841,2010-01-04,open
uci_ledger_493537,UCI-493537,660.0,customer_16029,2010-01-04,open
uci_ledger_493540,UCI-493540,165.0,customer_14477,2010-01-04,open
uci_ledger_493542,UCI-493542,118.75,customer_15867,2010-01-04,open
uci_ledger_493543,UCI-493543,425.06,customer_14839,2010-01-04,open
uci_ledger_493546,UCI-493546,136.28,customer_17969,2010-01-04,open
uci_ledger_493565,UCI-493565,133.2,customer_17950,2010-01-04,open
uci_ledger_493566,UCI-493566,316.7,customer_15291,2010-01-05,open
uci_ledger_493568,UCI-493568,644.58,customer_16875,2010-01-05,open
uci_ledger_493569,UCI-493569,279.11,customer_13901,2010-01-05,open
uci_ledger_493571,UCI-493571,135.25,customer_14198,2010-01-05,open
uci_ledger_493573,UCI-493573,364.04,customer_18145,2010-01-05,open
uci_ledger_493574,UCI-493574,531.72,customer_15521,2010-01-05,open
uci_ledger_493575,UCI-493575,302.2,customer_18171,2010-01-05,open
uci_ledger_493577,UCI-493577,311.42,customer_13557,2010-01-05,open
uci_ledger_493609,UCI-493609,42.0,customer_17949,2010-01-05,open
uci_ledger_493613,UCI-493613,510.0,customer_17949,2010-01-05,open
uci_ledger_493619,UCI-493619,309.46,customer_18051,2010-01-05,open
uci_ledger_493666,UCI-493666,585.85,customer_16017,2010-01-05,open
uci_ledger_493667,UCI-493667,974.39,customer_13253,2010-01-05,open
uci_ledger_493670,UCI-493670,614.05,customer_14653,2010-01-05,open
uci_ledger_493671,UCI-493671,757.1,customer_13338,2010-01-05,open
uci_ledger_493672,UCI-493672,464.37,customer_17861,2010-01-05,open
uci_ledger_493685,UCI-493685,906.23,customer_14969,2010-01-05,open
uci_ledger_493695,UCI-493695,386.93,customer_14606,2010-01-05,open
uci_ledger_493696,UCI-493696,2054.79,customer_16779,2010-01-05,open
uci_ledger_493699,UCI-493699,256.7,customer_13831,2010-01-05,open
uci_ledger_493700,UCI-493700,255.05,customer_14422,2010-01-05,open
uci_ledger_493701,UCI-493701,714.05,customer_15865,2010-01-05,open
uci_ledger_493702,UCI-493702,1600.0,customer_18102,2010-01-05,open
uci_ledger_493703,UCI-493703,1560.0,customer_18102,2010-01-05,open
uci_ledger_493704,UCI-493704,346.75,customer_13610,2010-01-05,open
uci_ledger_493706,UCI-493706,848.75,customer_15768,2010-01-05,open
uci_ledger_493707,UCI-493707,588.31,customer_13965,2010-01-05,open
uci_ledger_493708,UCI-493708,980.63,customer_15311,2010-01-05,open
uci_ledger_493709,UCI-493709,442.44,customer_17754,2010-01-05,open
uci_ledger_493710,UCI-493710,118.1,customer_13442,2010-01-05,open
uci_ledger_493715,UCI-493715,167.27,customer_14954,2010-01-05,open
uci_ledger_493716,UCI-493716,468.56,customer_17364,2010-01-05,open
uci_ledger_493717,UCI-493717,299.34,customer_12835,2010-01-05,open
uci_ledger_493718,UCI-493718,421.16,customer_13267,2010-01-06,open
uci_ledger_493719,UCI-493719,627.91,customer_14210,2010-01-06,open
uci_ledger_493720,UCI-493720,551.45,customer_17675,2010-01-06,open
uci_ledger_493721,UCI-493721,151.1,customer_17362,2010-01-06,open
uci_ledger_493722,UCI-493722,1640.58,customer_16467,2010-01-06,open
uci_ledger_493738,UCI-493738,586.16,customer_13408,2010-01-06,open
uci_ledger_493739,UCI-493739,689.82,customer_14194,2010-01-06,open
uci_ledger_493755,UCI-493755,57.6,customer_18008,2010-01-06,open
uci_ledger_493757,UCI-493757,635.85,customer_15712,2010-01-06,open
uci_ledger_493759,UCI-493759,754.81,customer_17965,2010-01-06,open
uci_ledger_493760,UCI-493760,30.45,customer_17753,2010-01-06,open
uci_ledger_493761,UCI-493761,2179.08,customer_14258,2010-01-06,open
uci_ledger_493762,UCI-493762,414.72,customer_17941,2010-01-06,open
uci_ledger_493765,UCI-493765,1390.52,customer_14828,2010-01-07,open
uci_ledger_493793,UCI-493793,750.0,customer_17949,2010-01-07,open
uci_ledger_493794,UCI-493794,318.0,customer_17949,2010-01-07,open
uci_ledger_493797,UCI-493797,306.0,customer_16029,2010-01-07,open
uci_ledger_493796,UCI-493796,2287.2,customer_16029,2010-01-07,open
uci_ledger_493798,UCI-493798,1377.88,customer_16029,2010-01-07,open
uci_ledger_493799,UCI-493799,2427.6,customer_16029,2010-01-07,open
uci_ledger_493800,UCI-493800,854.72,customer_18094,2010-01-07,open
uci_ledger_493801,UCI-493801,9.9,customer_15684,2010-01-07,open
uci_ledger_493802,UCI-493802,935.55,customer_16985,2010-01-07,open
uci_ledger_493804,UCI-493804,332.58,customer_14626,2010-01-07,open
uci_ledger_493806,UCI-493806,26.05,customer_17404,2010-01-07,open
uci_ledger_493810,UCI-493810,93.05,customer_13727,2010-01-07,open
uci_ledger_493812,UCI-493812,3677.9,customer_13081,2010-01-07,open
uci_ledger_493813,UCI-493813,392.95,customer_14051,2010-01-07,open
uci_ledger_493814,UCI-493814,202.73,customer_14541,2010-01-07,open
uci_ledger_493815,UCI-493815,108.37,customer_12978,2010-01-07,open
uci_ledger_493816,UCI-493816,212.0,customer_15266,2010-01-07,open
uci_ledger_493817,UCI-493817,323.4,customer_16641,2010-01-07,open
uci_ledger_493818,UCI-493818,360.76,customer_16525,2010-01-07,open
uci_ledger_493819,UCI-493819,44051.6,customer_14156,2010-01-07,open
uci_ledger_493820,UCI-493820,262.05,customer_13821,2010-01-07,open
uci_ledger_493824,UCI-493824,165.6,customer_16862,2010-01-07,open
uci_ledger_493825,UCI-493825,200.09,customer_16888,2010-01-07,open
uci_ledger_493826,UCI-493826,49.2,customer_13173,2010-01-07,open
uci_ledger_493827,UCI-493827,324.24,customer_16746,2010-01-07,open
uci_ledger_493828,UCI-493828,316.2,customer_14732,2010-01-07,open
uci_ledger_493834,UCI-493834,334.35,customer_14527,2010-01-07,open
uci_ledger_493840,UCI-493840,614.5,customer_15874,2010-01-07,open
uci_ledger_493841,UCI-493841,699.83,customer_13394,2010-01-07,open
uci_ledger_493843,UCI-493843,217.2,customer_15100,2010-01-07,open
uci_ledger_493844,UCI-493844,140.22,customer_15324,2010-01-07,open
uci_ledger_493846,UCI-493846,284.52,customer_14465,2010-01-07,open
uci_ledger_493847,UCI-493847,518.14,customer_15152,2010-01-07,open
uci_ledger_493848,UCI-493848,158.0,customer_16351,2010-01-07,open
uci_ledger_493860,UCI-493860,452.6,customer_13767,2010-01-07,open
uci_ledger_493863,UCI-493863,2130.3,customer_12678,2010-01-07,open
uci_ledger_493865,UCI-493865,1251.7,customer_15808,2010-01-07,open
uci_ledger_493866,UCI-493866,439.28,customer_16057,2010-01-07,open
uci_ledger_493872,UCI-493872,314.46,customer_16296,2010-01-07,open
uci_ledger_493873,UCI-493873,589.07,customer_13711,2010-01-07,open
uci_ledger_493874,UCI-493874,302.9,customer_13468,2010-01-07,open
uci_ledger_493875,UCI-493875,237.45,customer_13693,2010-01-07,open
uci_ledger_493876,UCI-493876,205.75,customer_12648,2010-01-07,open
uci_ledger_493877,UCI-493877,2388.82,customer_14911,2010-01-07,open
uci_ledger_493878,UCI-493878,508.72,customer_14769,2010-01-08,open
uci_ledger_493880,UCI-493880,563.98,customer_13047,2010-01-08,open
uci_ledger_493881,UCI-493881,357.0,customer_17018,2010-01-08,open
uci_ledger_493882,UCI-493882,680.22,customer_15586,2010-01-08,open
uci_ledger_493883,UCI-493883,3528.0,customer_18102,2010-01-08,open
uci_ledger_493884,UCI-493884,396.0,customer_14045,2010-01-08,open
uci_ledger_493885,UCI-493885,6624.0,customer_18102,2010-01-08,open
uci_ledger_493886,UCI-493886,500.89,customer_16497,2010-01-08,open
uci_ledger_493887,UCI-493887,760.02,customer_17457,2010-01-08,open
uci_ledger_493897,UCI-493897,780.52,customer_14911,2010-01-08,open
uci_ledger_493899,UCI-493899,404.55,customer_12417,2010-01-08,open
uci_ledger_493900,UCI-493900,780.52,customer_14911,2010-01-08,open
uci_ledger_493922,UCI-493922,194.1,customer_13728,2010-01-08,open
uci_ledger_493923,UCI-493923,702.55,customer_13360,2010-01-08,open
uci_ledger_493925,UCI-493925,228.3,customer_15827,2010-01-08,open
uci_ledger_493924,UCI-493924,180.0,customer_12678,2010-01-08,open
uci_ledger_493926,UCI-493926,228.67,customer_13854,2010-01-08,open
uci_ledger_493927,UCI-493927,358.68,customer_14063,2010-01-08,open
uci_ledger_493929,UCI-493929,281.25,customer_14735,2010-01-08,open
uci_ledger_493930,UCI-493930,141.6,customer_15369,2010-01-08,open
uci_ledger_493941,UCI-493941,382.32,customer_13199,2010-01-08,open
uci_ledger_493945,UCI-493945,200.45,customer_16103,2010-01-08,open
uci_ledger_493946,UCI-493946,363.74,customer_15607,2010-01-08,open
uci_ledger_493947,UCI-493947,284.34,customer_17243,2010-01-08,open
uci_ledger_493948,UCI-493948,1104.25,customer_16772,2010-01-08,open
uci_ledger_493949,UCI-493949,174.1,customer_16325,2010-01-08,open
uci_ledger_493950,UCI-493950,740.63,customer_12681,2010-01-08,open
uci_ledger_493951,UCI-493951,114.6,customer_16027,2010-01-08,open
uci_ledger_493952,UCI-493952,212.4,customer_12971,2010-01-08,open
uci_ledger_493953,UCI-493953,328.62,customer_14327,2010-01-08,open
uci_ledger_493954,UCI-493954,258.39,customer_18170,2010-01-08,open
uci_ledger_493955,UCI-493955,1190.46,customer_14016,2010-01-08,open
uci_ledger_493956,UCI-493956,101.85,customer_15465,2010-01-08,open
uci_ledger_493957,UCI-493957,304.76,customer_18087,2010-01-08,open
uci_ledger_493959,UCI-493959,177.35,customer_13044,2010-01-08,open
uci_ledger_493960,UCI-493960,483.57,customer_16556,2010-01-08,open
uci_ledger_493961,UCI-493961,354.69,customer_17841,2010-01-08,open
uci_ledger_493962,UCI-493962,673.0,customer_15311,2010-01-08,open
uci_ledger_493963,UCI-493963,465.8,customer_13078,2010-01-08,open
uci_ledger_493964,UCI-493964,1970.19,customer_12714,2010-01-08,open
uci_ledger_493965,UCI-493965,236.8,customer_14573,2010-01-08,open
uci_ledger_493968,UCI-493968,691.04,customer_15640,2010-01-08,open
uci_ledger_493969,UCI-493969,1007.78,customer_14031,2010-01-08,open
uci_ledger_493970,UCI-493970,297.1,customer_15856,2010-01-08,open
uci_ledger_493971,UCI-493971,152.05,customer_13259,2010-01-10,open
uci_ledger_493972,UCI-493972,327.6,customer_16109,2010-01-10,open
uci_ledger_493973,UCI-493973,91.28,customer_17539,2010-01-10,open
uci_ledger_493974,UCI-493974,241.54,customer_16787,2010-01-10,open
uci_ledger_493975,UCI-493975,760.24,customer_12540,2010-01-10,open
uci_ledger_493976,UCI-493976,497.2,customer_14849,2010-01-10,open
uci_ledger_493977,UCI-493977,275.95,customer_14532,2010-01-10,open
uci_ledger_493978,UCI-493978,1276.23,customer_17920,2010-01-10,open
uci_ledger_493979,UCI-493979,147.6,customer_17323,2010-01-10,open
uci_ledger_493980,UCI-493980,601.8,customer_13410,2010-01-10,open
uci_ledger_493981,UCI-493981,3654.38,customer_14160,2010-01-10,open
uci_ledger_493983,UCI-493983,447.36,customer_13762,2010-01-10,open
uci_ledger_493982,UCI-493982,268.3,customer_18231,2010-01-10,open
uci_ledger_493985,UCI-493985,328.05,customer_15527,2010-01-10,open
uci_ledger_493987,UCI-493987,716.43,customer_15413,2010-01-10,open
uci_ledger_493988,UCI-493988,300.6,customer_14299,2010-01-10,open
uci_ledger_493989,UCI-493989,1192.9,customer_14685,2010-01-10,open
uci_ledger_493990,UCI-493990,168.3,customer_12951,2010-01-10,open
uci_ledger_493991,UCI-493991,238.8,customer_14685,2010-01-10,open
uci_ledger_493993,UCI-493993,635.88,customer_13089,2010-01-10,open
uci_ledger_493994,UCI-493994,5520.0,customer_14091,2010-01-10,open
uci_ledger_493995,UCI-493995,2699.44,customer_13694,2010-01-10,open
