bank_txn_id,value_date,narration,debit,credit,running_balance,utr_number
uci_bank_490640,2009-12-07,UCI ONLINE RETAIL UCI-490640,0.0,321.0,244076.1,setl_490640
uci_bank_490642,2009-12-07,UCI ONLINE RETAIL UCI-490642,0.0,446.4,244522.5,setl_490642
uci_bank_490641,2009-12-07,UCI ONLINE RETAIL UCI-490641,0.0,51.0,244573.5,setl_490641
uci_bank_490653,2009-12-07,UCI ONLINE RETAIL UCI-490653,0.0,990.48,245563.98,setl_490653
uci_bank_490659,2009-12-07,UCI ONLINE RETAIL UCI-490659,0.0,380.84,245944.82,setl_490659
uci_bank_490657,2009-12-07,UCI ONLINE RETAIL UCI-490657,0.0,208.83,246153.65,setl_490657
uci_bank_490665,2009-12-07,UCI ONLINE RETAIL UCI-490665,0.0,76.5,246230.15,setl_490665
uci_bank_490667,2009-12-07,UCI ONLINE RETAIL UCI-490667,0.0,238.85,246469.0,setl_490667
uci_bank_490668,2009-12-07,UCI ONLINE RETAIL UCI-490668,0.0,312.33,246781.33,setl_490668
uci_bank_490670,2009-12-07,UCI ONLINE RETAIL UCI-490670,0.0,143.7,246925.03,setl_490670
uci_bank_490669,2009-12-07,UCI ONLINE RETAIL UCI-490669,0.0,214.17,247139.2,setl_490669
uci_bank_490671,2009-12-07,UCI ONLINE RETAIL UCI-490671,0.0,488.16,247627.36,setl_490671
uci_bank_490672,2009-12-07,UCI ONLINE RETAIL UCI-490672,0.0,660.96,248288.32,setl_490672
uci_bank_490673,2009-12-07,UCI ONLINE RETAIL UCI-490673,0.0,156.5,248444.82,setl_490673
uci_bank_490674,2009-12-07,UCI ONLINE RETAIL UCI-490674,0.0,242.1,248686.92,setl_490674
uci_bank_490675,2009-12-07,UCI ONLINE RETAIL UCI-490675,0.0,696.54,249383.46,setl_490675
uci_bank_490676,2009-12-07,UCI ONLINE RETAIL UCI-490676,0.0,451.44,249834.9,setl_490676
uci_bank_490677,2009-12-07,UCI ONLINE RETAIL UCI-490677,0.0,151.72,249986.62,setl_490677
uci_bank_490678,2009-12-07,UCI ONLINE RETAIL UCI-490678,0.0,380.65,250367.27,setl_490678
uci_bank_490679,2009-12-07,UCI ONLINE RETAIL UCI-490679,0.0,379.16,250746.43,setl_490679
uci_bank_490680,2009-12-07,UCI ONLINE RETAIL UCI-490680,0.0,293.35,251039.78,setl_490680
uci_bank_490681,2009-12-07,UCI ONLINE RETAIL UCI-490681,0.0,164.75,251204.53,setl_490681
uci_bank_490682,2009-12-07,UCI ONLINE RETAIL UCI-490682,0.0,285.9,251490.43,setl_490682
uci_bank_490683,2009-12-07,UCI ONLINE RETAIL UCI-490683,0.0,413.0,251903.43,setl_490683
uci_bank_490684,2009-12-07,UCI ONLINE RETAIL UCI-490684,0.0,74.56,251977.99,setl_490684
uci_bank_490685,2009-12-07,UCI ONLINE RETAIL UCI-490685,0.0,1066.82,253044.81,setl_490685
uci_bank_490687,2009-12-07,UCI ONLINE RETAIL UCI-490687,0.0,924.95,253969.76,setl_490687
uci_bank_490686,2009-12-07,UCI ONLINE RETAIL UCI-490686,0.0,153.28,254123.04,setl_490686
uci_bank_490689,2009-12-07,UCI ONLINE RETAIL UCI-490689,0.0,307.91,254430.95,setl_490689
uci_bank_490690,2009-12-07,UCI ONLINE RETAIL UCI-490690,0.0,207.9,254638.85,setl_490690
uci_bank_490691,2009-12-07,UCI ONLINE RETAIL UCI-490691,0.0,306.0,254944.85,setl_490691
uci_bank_490692,2009-12-07,UCI ONLINE RETAIL UCI-490692,0.0,195.78,255140.63,setl_490692
uci_bank_490693,2009-12-07,UCI ONLINE RETAIL UCI-490693,0.0,190.47,255331.1,setl_490693
uci_bank_490694,2009-12-07,UCI ONLINE RETAIL UCI-490694,0.0,1244.32,256575.42,setl_490694
uci_bank_490695,2009-12-07,UCI ONLINE RETAIL UCI-490695,0.0,108.4,256683.82,setl_490695
uci_bank_490697,2009-12-07,UCI ONLINE RETAIL UCI-490697,0.0,378.84,257062.66,setl_490697
uci_bank_490703,2009-12-07,UCI ONLINE RETAIL UCI-490703,0.0,154.2,257216.86,setl_490703
uci_bank_490704,2009-12-07,UCI ONLINE RETAIL UCI-490704,0.0,355.38,257572.24,setl_490704
uci_bank_490705,2009-12-07,UCI ONLINE RETAIL UCI-490705,0.0,204.0,257776.24,setl_490705
uci_bank_490706,2009-12-07,UCI ONLINE RETAIL UCI-490706,0.0,1088.63,258864.87,setl_490706
uci_bank_490707,2009-12-07,UCI ONLINE RETAIL UCI-490707,0.0,45.9,258910.77,setl_490707
uci_bank_490708,2009-12-07,UCI ONLINE RETAIL UCI-490708,0.0,241.05,259151.82,setl_490708
uci_bank_490709,2009-12-07,UCI ONLINE RETAIL UCI-490709,0.0,198.98,259350.8,setl_490709
uci_bank_490710,2009-12-07,UCI ONLINE RETAIL UCI-490710,0.0,332.7,259683.5,setl_490710
uci_bank_490711,2009-12-07,UCI ONLINE RETAIL UCI-490711,0.0,448.96,260132.46,setl_490711
uci_bank_490712,2009-12-07,UCI ONLINE RETAIL UCI-490712,0.0,331.4,260463.86,setl_490712
uci_bank_490714,2009-12-07,UCI ONLINE RETAIL UCI-490714,0.0,4.95,260468.81,setl_490714
uci_bank_490717,2009-12-07,UCI ONLINE RETAIL UCI-490717,0.0,449.95,260918.76,setl_490717
uci_bank_490719,2009-12-07,UCI ONLINE RETAIL UCI-490719,0.0,668.1,261586.86,setl_490719
uci_bank_490718,2009-12-07,UCI ONLINE RETAIL UCI-490718,0.0,485.31,262072.17,setl_490718
uci_bank_490720,2009-12-07,UCI ONLINE RETAIL UCI-490720,0.0,357.87,262430.04,setl_490720
uci_bank_490722,2009-12-07,UCI ONLINE RETAIL UCI-490722,0.0,386.39,262816.43,setl_490722
uci_bank_490724,2009-12-07,UCI ONLINE RETAIL UCI-490724,0.0,716.04,263532.47,setl_490724
uci_bank_490725,2009-12-07,UCI ONLINE RETAIL UCI-490725,0.0,343.44,263875.91,setl_490725
uci_bank_490726,2009-12-07,UCI ONLINE RETAIL UCI-490726,0.0,561.6,264437.51,setl_490726
uci_bank_490727,2009-12-07,UCI ONLINE RETAIL UCI-490727,0.0,285.35,264722.86,setl_490727
uci_bank_490728,2009-12-07,UCI ONLINE RETAIL UCI-490728,0.0,221.52,264944.38,setl_490728
uci_bank_490734,2009-12-07,UCI ONLINE RETAIL UCI-490734,0.0,306.55,265250.93,setl_490734
uci_bank_490733,2009-12-07,UCI ONLINE RETAIL UCI-490733,0.0,412.6,265663.53,setl_490733
uci_bank_490737,2009-12-07,UCI ONLINE RETAIL UCI-490737,0.0,389.62,266053.15,setl_490737
uci_bank_490738,2009-12-07,UCI ONLINE RETAIL UCI-490738,0.0,25.5,266078.65,setl_490738
uci_bank_490747,2009-12-07,UCI ONLINE RETAIL UCI-490747,0.0,8.92,266087.57,setl_490747
uci_bank_490749,2009-12-08,UCI ONLINE RETAIL UCI-490749,0.0,580.64,266668.21,setl_490749
uci_bank_490750,2009-12-08,UCI ONLINE RETAIL UCI-490750,0.0,312.96,266981.17,setl_490750
uci_bank_490751,2009-12-08,UCI ONLINE RETAIL UCI-490751,0.0,1429.83,268411.0,setl_490751
uci_bank_490752,2009-12-08,UCI ONLINE RETAIL UCI-490752,0.0,356.4,268767.4,setl_490752
uci_bank_490753,2009-12-08,UCI ONLINE RETAIL UCI-490753,0.0,322.65,269090.05,setl_490753
uci_bank_490754,2009-12-08,UCI ONLINE RETAIL UCI-490754,0.0,302.78,269392.83,setl_490754
uci_bank_490755,2009-12-08,UCI ONLINE RETAIL UCI-490755,0.0,338.34,269731.17,setl_490755
uci_bank_490757,2009-12-08,UCI ONLINE RETAIL UCI-490757,0.0,425.59,270156.76,setl_490757
uci_bank_490759,2009-12-08,UCI ONLINE RETAIL UCI-490759,0.0,182.88,270339.64,setl_490759
uci_bank_490760,2009-12-08,UCI ONLINE RETAIL UCI-490760,0.0,10.0,270349.64,setl_490760
uci_bank_490761,2009-12-08,UCI ONLINE RETAIL UCI-490761,0.0,255.04,270604.68,setl_490761
uci_bank_490762,2009-12-08,UCI ONLINE RETAIL UCI-490762,0.0,323.39,270928.07,setl_490762
uci_bank_490763,2009-12-08,UCI ONLINE RETAIL UCI-490763,0.0,1020.0,271948.07,setl_490763
uci_bank_490764,2009-12-08,UCI ONLINE RETAIL UCI-490764,0.0,306.45,272254.52,setl_490764
uci_bank_490767,2009-12-08,UCI ONLINE RETAIL UCI-490767,0.0,44.32,272298.84,setl_490767
uci_bank_490770,2009-12-08,UCI ONLINE RETAIL UCI-490770,0.0,135.94,272434.78,setl_490770
uci_bank_490769,2009-12-08,UCI ONLINE RETAIL UCI-490769,0.0,221.0,272655.78,setl_490769
uci_bank_490782,2009-12-08,UCI ONLINE RETAIL UCI-490782,0.0,707.93,273363.71,setl_490782
uci_bank_490785,2009-12-08,UCI ONLINE RETAIL UCI-490785,0.0,2590.8,275954.51,setl_490785
uci_bank_490786,2009-12-08,UCI ONLINE RETAIL UCI-490786,0.0,30.6,275985.11,setl_490786
uci_bank_490789,2009-12-08,UCI ONLINE RETAIL UCI-490789,0.0,192.55,276177.66,setl_490789
uci_bank_490796,2009-12-08,UCI ONLINE RETAIL UCI-490796,0.0,870.63,277048.29,setl_490796
uci_bank_490797,2009-12-08,UCI ONLINE RETAIL UCI-490797,0.0,155.7,277203.99,setl_490797
uci_bank_490800,2009-12-08,UCI ONLINE RETAIL UCI-490800,0.0,7.8,277211.79,setl_490800
uci_bank_490802,2009-12-08,UCI ONLINE RETAIL UCI-490802,0.0,19.5,277231.29,setl_490802
uci_bank_490801,2009-12-08,UCI ONLINE RETAIL UCI-490801,0.0,660.0,277891.29,setl_490801
uci_bank_490803,2009-12-08,UCI ONLINE RETAIL UCI-490803,0.0,207.32,278098.61,setl_490803
uci_bank_490804,2009-12-08,UCI ONLINE RETAIL UCI-490804,0.0,487.09,278585.7,setl_490804
uci_bank_490805,2009-12-08,UCI ONLINE RETAIL UCI-490805,0.0,215.0,278800.7,setl_490805
uci_bank_490806,2009-12-08,UCI ONLINE RETAIL UCI-490806,0.0,39.4,278840.1,setl_490806
uci_bank_490808,2009-12-08,UCI ONLINE RETAIL UCI-490808,0.0,134.04,278974.14,setl_490808
uci_bank_490809,2009-12-08,UCI ONLINE RETAIL UCI-490809,0.0,159.0,279133.14,setl_490809
uci_bank_490810,2009-12-08,UCI ONLINE RETAIL UCI-490810,0.0,259.92,279393.06,setl_490810
uci_bank_490811,2009-12-08,UCI ONLINE RETAIL UCI-490811,0.0,309.7,279702.76,setl_490811
uci_bank_490817,2009-12-08,UCI ONLINE RETAIL UCI-490817,0.0,1806.19,281508.95,setl_490817
uci_bank_490823,2009-12-08,UCI ONLINE RETAIL UCI-490823,0.0,304.8,281813.75,setl_490823
uci_bank_490834,2009-12-08,UCI ONLINE RETAIL UCI-490834,0.0,564.38,282378.13,setl_490834
uci_bank_490836,2009-12-08,UCI ONLINE RETAIL UCI-490836,0.0,2.9,282381.03,setl_490836
uci_bank_490838,2009-12-08,UCI ONLINE RETAIL UCI-490838,0.0,20.25,282401.28,setl_490838
uci_bank_490846,2009-12-08,UCI ONLINE RETAIL UCI-490846,0.0,129.3,282530.58,setl_490846
uci_bank_490847,2009-12-08,UCI ONLINE RETAIL UCI-490847,0.0,249.64,282780.22,setl_490847
uci_bank_490851,2009-12-08,UCI ONLINE RETAIL UCI-490851,0.0,311.8,283092.02,setl_490851
uci_bank_490855,2009-12-08,UCI ONLINE RETAIL UCI-490855,0.0,363.6,283455.62,setl_490855
uci_bank_490863,2009-12-08,UCI ONLINE RETAIL UCI-490863,0.0,88.05,283543.67,setl_490863
uci_bank_490871,2009-12-08,UCI ONLINE RETAIL UCI-490871,0.0,211.41,283755.08,setl_490871
uci_bank_490881,2009-12-08,UCI ONLINE RETAIL UCI-490881,0.0,10.0,283765.08,setl_490881
uci_bank_490893,2009-12-08,UCI ONLINE RETAIL UCI-490893,0.0,111.24,283876.32,setl_490893
uci_bank_490899,2009-12-08,UCI ONLINE RETAIL UCI-490899,0.0,792.84,284669.16,setl_490899
uci_bank_490905,2009-12-08,UCI ONLINE RETAIL UCI-490905,0.0,656.85,285326.01,setl_490905
uci_bank_490917,2009-12-08,UCI ONLINE RETAIL UCI-490917,0.0,312.9,285638.91,setl_490917
uci_bank_490920,2009-12-08,UCI ONLINE RETAIL UCI-490920,0.0,109.08,285747.99,setl_490920
uci_bank_490921,2009-12-08,UCI ONLINE RETAIL UCI-490921,0.0,42.3,285790.29,setl_490921
uci_bank_490922,2009-12-08,UCI ONLINE RETAIL UCI-490922,0.0,114.3,285904.59,setl_490922
uci_bank_490924,2009-12-08,UCI ONLINE RETAIL UCI-490924,0.0,123.1,286027.69,setl_490924
uci_bank_490925,2009-12-08,UCI ONLINE RETAIL UCI-490925,0.0,648.5,286676.19,setl_490925
uci_bank_490926,2009-12-08,UCI ONLINE RETAIL UCI-490926,0.0,250.02,286926.21,setl_490926
uci_bank_490928,2009-12-08,UCI ONLINE RETAIL UCI-490928,0.0,404.44,287330.65,setl_490928
uci_bank_490927,2009-12-08,UCI ONLINE RETAIL UCI-490927,0.0,304.2,287634.85,setl_490927
uci_bank_490930,2009-12-08,UCI ONLINE RETAIL UCI-490930,0.0,81.12,287715.97,setl_490930
uci_bank_490932,2009-12-08,UCI ONLINE RETAIL UCI-490932,0.0,12.4,287728.37,setl_490932
uci_bank_490933,2009-12-08,UCI ONLINE RETAIL UCI-490933,0.0,2452.56,290180.93,setl_490933
uci_bank_490936,2009-12-08,UCI ONLINE RETAIL UCI-490936,0.0,366.9,290547.83,setl_490936
uci_bank_490937,2009-12-08,UCI ONLINE RETAIL UCI-490937,0.0,2285.58,292833.41,setl_490937
uci_bank_490938,2009-12-08,UCI ONLINE RETAIL UCI-490938,0.0,215.3,293048.71,setl_490938
uci_bank_490940,2009-12-08,UCI ONLINE RETAIL UCI-490940,0.0,0.95,293049.66,setl_490940
uci_bank_490941,2009-12-08,UCI ONLINE RETAIL UCI-490941,0.0,644.52,293694.18,setl_490941
uci_bank_490944,2009-12-08,UCI ONLINE RETAIL UCI-490944,0.0,151.2,293845.38,setl_490944
uci_bank_490945,2009-12-08,UCI ONLINE RETAIL UCI-490945,0.0,97.55,293942.93,setl_490945
uci_bank_490948,2009-12-08,UCI ONLINE RETAIL UCI-490948,0.0,15.0,293957.93,setl_490948
uci_bank_490953,2009-12-08,UCI ONLINE RETAIL UCI-490953,0.0,966.66,294924.59,setl_490953
uci_bank_490954,2009-12-08,UCI ONLINE RETAIL UCI-490954,0.0,102.82,295027.41,setl_490954
uci_bank_490956,2009-12-08,UCI ONLINE RETAIL UCI-490956,0.0,2442.72,297470.13,setl_490956
uci_bank_490957,2009-12-08,UCI ONLINE RETAIL UCI-490957,0.0,3796.37,301266.5,setl_490957
uci_bank_490958,2009-12-08,UCI ONLINE RETAIL UCI-490958,0.0,328.8,301595.3,setl_490958
uci_bank_490959,2009-12-08,UCI ONLINE RETAIL UCI-490959,0.0,507.9,302103.2,setl_490959
uci_bank_490961,2009-12-08,UCI ONLINE RETAIL UCI-490961,0.0,194.75,302297.95,setl_490961
uci_bank_490962,2009-12-08,UCI ONLINE RETAIL UCI-490962,0.0,683.14,302981.09,setl_490962
uci_bank_490964,2009-12-08,UCI ONLINE RETAIL UCI-490964,0.0,104.15,303085.24,setl_490964
uci_bank_490966,2009-12-08,UCI ONLINE RETAIL UCI-490966,0.0,436.71,303521.95,setl_490966
uci_bank_490968,2009-12-08,UCI ONLINE RETAIL UCI-490968,0.0,484.0,304005.95,setl_490968
uci_bank_490971,2009-12-08,UCI ONLINE RETAIL UCI-490971,0.0,372.64,304378.59,setl_490971
uci_bank_490972,2009-12-08,UCI ONLINE RETAIL UCI-490972,0.0,728.05,305106.64,setl_490972
uci_bank_490978,2009-12-08,UCI ONLINE RETAIL UCI-490978,0.0,193.08,305299.72,setl_490978
uci_bank_490981,2009-12-08,UCI ONLINE RETAIL UCI-490981,0.0,313.45,305613.17,setl_490981
uci_bank_490982,2009-12-08,UCI ONLINE RETAIL UCI-490982,0.0,8.82,305621.99,setl_490982
uci_bank_490984,2009-12-08,UCI ONLINE RETAIL UCI-490984,0.0,303.45,305925.44,setl_490984
uci_bank_490989,2009-12-08,UCI ONLINE RETAIL UCI-490989,0.0,462.46,306387.9,setl_490989
uci_bank_490990,2009-12-08,UCI ONLINE RETAIL UCI-490990,0.0,271.85,306659.75,setl_490990
uci_bank_490992,2009-12-08,UCI ONLINE RETAIL UCI-490992,0.0,438.74,307098.49,setl_490992
uci_bank_490998,2009-12-08,UCI ONLINE RETAIL UCI-490998,0.0,379.13,307477.62,setl_490998
uci_bank_490999,2009-12-08,UCI ONLINE RETAIL UCI-490999,0.0,24.65,307502.27,setl_490999
uci_bank_491006,2009-12-08,UCI ONLINE RETAIL UCI-491006,0.0,272.5,307774.77,setl_491006
uci_bank_491007,2009-12-08,UCI ONLINE RETAIL UCI-491007,0.0,213.27,307988.04,setl_491007
uci_bank_491008,2009-12-08,UCI ONLINE RETAIL UCI-491008,0.0,191.89,308179.93,setl_491008
uci_bank_491009,2009-12-08,UCI ONLINE RETAIL UCI-491009,0.0,255.68,308435.61,setl_491009
uci_bank_491010,2009-12-08,UCI ONLINE RETAIL UCI-491010,0.0,318.0,308753.61,setl_491010
uci_bank_491011,2009-12-08,UCI ONLINE RETAIL UCI-491011,0.0,389.99,309143.6,setl_491011
uci_bank_491014,2009-12-08,UCI ONLINE RETAIL UCI-491014,0.0,549.09,309692.69,setl_491014
uci_bank_491024,2009-12-08,UCI ONLINE RETAIL UCI-491024,0.0,383.04,310075.73,setl_491024
uci_bank_491025,2009-12-08,UCI ONLINE RETAIL UCI-491025,0.0,325.44,310401.17,setl_491025
uci_bank_491026,2009-12-08,UCI ONLINE RETAIL UCI-491026,0.0,162.72,310563.89,setl_491026
uci_bank_491033,2009-12-08,UCI ONLINE RETAIL UCI-491033,0.0,328.02,310891.91,setl_491033
uci_bank_491034,2009-12-09,UCI ONLINE RETAIL UCI-491034,0.0,305.5,311197.41,setl_491034
uci_bank_491035,2009-12-09,UCI ONLINE RETAIL UCI-491035,0.0,295.35,311492.76,setl_491035
uci_bank_491038,2009-12-09,UCI ONLINE RETAIL UCI-491038,0.0,528.9,312021.66,setl_491038
uci_bank_491039,2009-12-09,UCI ONLINE RETAIL UCI-491039,0.0,301.0,312322.66,setl_491039
uci_bank_491044,2009-12-09,UCI ONLINE RETAIL UCI-491044,0.0,234.38,312557.04,setl_491044
uci_bank_491045,2009-12-09,UCI ONLINE RETAIL UCI-491045,0.0,303.2,312860.24,setl_491045
uci_bank_491048,2009-12-09,UCI ONLINE RETAIL UCI-491048,0.0,519.42,313379.66,setl_491048
uci_bank_491049,2009-12-09,UCI ONLINE RETAIL UCI-491049,0.0,748.9,314128.56,setl_491049
uci_bank_491051,2009-12-09,UCI ONLINE RETAIL UCI-491051,0.0,408.51,314537.07,setl_491051
uci_bank_491050,2009-12-09,UCI ONLINE RETAIL UCI-491050,0.0,333.8,314870.87,setl_491050
uci_bank_491055,2009-12-09,UCI ONLINE RETAIL UCI-491055,0.0,219.55,315090.42,setl_491055
uci_bank_491054,2009-12-09,UCI ONLINE RETAIL UCI-491054,0.0,320.2,315410.62,setl_491054
uci_bank_491056,2009-12-09,UCI ONLINE RETAIL UCI-491056,0.0,1007.74,316418.36,setl_491056
uci_bank_491057,2009-12-09,UCI ONLINE RETAIL UCI-491057,0.0,77.8,316496.16,setl_491057
uci_bank_491058,2009-12-09,UCI ONLINE RETAIL UCI-491058,0.0,307.95,316804.11,setl_491058
uci_bank_491059,2009-12-09,UCI ONLINE RETAIL UCI-491059,0.0,285.3,317089.41,setl_491059
uci_bank_491061,2009-12-09,UCI ONLINE RETAIL UCI-491061,0.0,233.53,317322.94,setl_491061
uci_bank_491060,2009-12-09,UCI ONLINE RETAIL UCI-491060,0.0,392.4,317715.34,setl_491060
uci_bank_491062,2009-12-09,UCI ONLINE RETAIL UCI-491062,0.0,124.0,317839.34,setl_491062
uci_bank_491063,2009-12-09,UCI ONLINE RETAIL UCI-491063,0.0,203.3,318042.64,setl_491063
uci_bank_491064,2009-12-09,UCI ONLINE RETAIL UCI-491064,0.0,185.9,318228.54,setl_491064
uci_bank_491067,2009-12-09,UCI ONLINE RETAIL UCI-491067,0.0,333.3,318561.84,setl_491067
uci_bank_491068,2009-12-09,UCI ONLINE RETAIL UCI-491068,0.0,700.4,319262.24,setl_491068
uci_bank_491069,2009-12-09,UCI ONLINE RETAIL UCI-491069,0.0,521.05,319783.29,setl_491069
uci_bank_491070,2009-12-09,UCI ONLINE RETAIL UCI-491070,0.0,383.8,320167.09,setl_491070
uci_bank_491071,2009-12-09,UCI ONLINE RETAIL UCI-491071,0.0,194.1,320361.19,setl_491071
uci_bank_491072,2009-12-09,UCI ONLINE RETAIL UCI-491072,0.0,15.45,320376.64,setl_491072
uci_bank_491073,2009-12-09,UCI ONLINE RETAIL UCI-491073,0.0,95.76,320472.4,setl_491073
uci_bank_491074,2009-12-09,UCI ONLINE RETAIL UCI-491074,0.0,23.6,320496.0,setl_491074
uci_bank_491075,2009-12-09,UCI ONLINE RETAIL UCI-491075,0.0,187.8,320683.8,setl_491075
uci_bank_491077,2009-12-09,UCI ONLINE RETAIL UCI-491077,0.0,433.05,321116.85,setl_491077
uci_bank_491078,2009-12-09,UCI ONLINE RETAIL UCI-491078,0.0,259.11,321375.96,setl_491078
uci_bank_491079,2009-12-09,UCI ONLINE RETAIL UCI-491079,0.0,588.85,321964.81,setl_491079
uci_bank_491081,2009-12-09,UCI ONLINE RETAIL UCI-491081,0.0,308.0,322272.81,setl_491081
uci_bank_491082,2009-12-09,UCI ONLINE RETAIL UCI-491082,0.0,1273.5,323546.31,setl_491082
uci_bank_491083,2009-12-09,UCI ONLINE RETAIL UCI-491083,0.0,322.98,323869.29,setl_491083
uci_bank_491085,2009-12-09,UCI ONLINE RETAIL UCI-491085,0.0,130.6,323999.89,setl_491085
uci_bank_491086,2009-12-09,UCI ONLINE RETAIL UCI-491086,0.0,267.26,324267.15,setl_491086
uci_bank_491089,2009-12-09,UCI ONLINE RETAIL UCI-491089,0.0,200.24,324467.39,setl_491089
uci_bank_491091,2009-12-09,UCI ONLINE RETAIL UCI-491091,0.0,3249.32,327716.71,setl_491091
uci_bank_491090,2009-12-09,UCI ONLINE RETAIL UCI-491090,0.0,351.45,328068.16,setl_491090
uci_bank_491092,2009-12-09,UCI ONLINE RETAIL UCI-491092,0.0,844.12,328912.28,setl_491092
uci_bank_491094,2009-12-09,UCI ONLINE RETAIL UCI-491094,0.0,216.0,329128.28,setl_491094
uci_bank_491093,2009-12-09,UCI ONLINE RETAIL UCI-491093,0.0,1445.56,330573.84,setl_491093
uci_bank_491095,2009-12-09,UCI ONLINE RETAIL UCI-491095,0.0,135.0,330708.84,setl_491095
uci_bank_491096,2009-12-09,UCI ONLINE RETAIL UCI-491096,0.0,175.95,330884.79,setl_491096
uci_bank_491097,2009-12-09,UCI ONLINE RETAIL UCI-491097,0.0,338.13,331222.92,setl_491097
uci_bank_491098,2009-12-09,UCI ONLINE RETAIL UCI-491098,0.0,179.78,331402.7,setl_491098
uci_bank_491100,2009-12-09,UCI ONLINE RETAIL UCI-491100,0.0,63.5,331466.2,setl_491100
uci_bank_491101,2009-12-09,UCI ONLINE RETAIL UCI-491101,0.0,298.68,331764.88,setl_491101
uci_bank_491102,2009-12-09,UCI ONLINE RETAIL UCI-491102,0.0,50.55,331815.43,setl_491102
uci_bank_491103,2009-12-09,UCI ONLINE RETAIL UCI-491103,0.0,163.26,331978.69,setl_491103
uci_bank_491104,2009-12-09,UCI ONLINE RETAIL UCI-491104,0.0,1552.9,333531.59,setl_491104
uci_bank_491105,2009-12-09,UCI ONLINE RETAIL UCI-491105,0.0,212.58,333744.17,setl_491105
uci_bank_491109,2009-12-09,UCI ONLINE RETAIL UCI-491109,0.0,143.36,333887.53,setl_491109
uci_bank_491111,2009-12-09,UCI ONLINE RETAIL UCI-491111,0.0,321.67,334209.2,setl_491111
uci_bank_491112,2009-12-09,UCI ONLINE RETAIL UCI-491112,0.0,174.33,334383.53,setl_491112
uci_bank_491113,2009-12-09,UCI ONLINE RETAIL UCI-491113,0.0,893.33,335276.86,setl_491113
uci_bank_491116,2009-12-09,UCI ONLINE RETAIL UCI-491116,0.0,301.57,335578.43,setl_491116
uci_bank_491118,2009-12-09,UCI ONLINE RETAIL UCI-491118,0.0,580.79,336159.22,setl_491118
uci_bank_491122,2009-12-09,UCI ONLINE RETAIL UCI-491122,0.0,601.6,336760.82,setl_491122
uci_bank_491123,2009-12-09,UCI ONLINE RETAIL UCI-491123,0.0,380.36,337141.18,setl_491123
uci_bank_491124,2009-12-09,UCI ONLINE RETAIL UCI-491124,0.0,327.38,337468.56,setl_491124
uci_bank_491125,2009-12-09,UCI ONLINE RETAIL UCI-491125,0.0,966.24,338434.8,setl_491125
uci_bank_491126,2009-12-09,UCI ONLINE RETAIL UCI-491126,0.0,389.34,338824.14,setl_491126
uci_bank_491127,2009-12-09,UCI ONLINE RETAIL UCI-491127,0.0,256.2,339080.34,setl_491127
uci_bank_491129,2009-12-09,UCI ONLINE RETAIL UCI-491129,0.0,50.7,339131.04,setl_491129
uci_bank_491131,2009-12-09,UCI ONLINE RETAIL UCI-491131,0.0,1.7,339132.74,setl_491131
uci_bank_491132,2009-12-09,UCI ONLINE RETAIL UCI-491132,0.0,171.6,339304.34,setl_491132
uci_bank_491133,2009-12-09,UCI ONLINE RETAIL UCI-491133,0.0,480.0,339784.34,setl_491133
uci_bank_491136,2009-12-09,UCI ONLINE RETAIL UCI-491136,0.0,343.52,340127.86,setl_491136
uci_bank_491138,2009-12-09,UCI ONLINE RETAIL UCI-491138,0.0,179.85,340307.71,setl_491138
uci_bank_491143,2009-12-09,UCI ONLINE RETAIL UCI-491143,0.0,476.04,340783.75,setl_491143
uci_bank_491144,2009-12-09,UCI ONLINE RETAIL UCI-491144,0.0,873.48,341657.23,setl_491144
uci_bank_491145,2009-12-09,UCI ONLINE RETAIL UCI-491145,0.0,135.0,341792.23,setl_491145
uci_bank_491146,2009-12-09,UCI ONLINE RETAIL UCI-491146,0.0,178.98,341971.21,setl_491146
uci_bank_491147,2009-12-09,UCI ONLINE RETAIL UCI-491147,0.0,34.3,342005.51,setl_491147
uci_bank_491148,2009-12-10,UCI ONLINE RETAIL UCI-491148,0.0,3882.66,345888.17,setl_491148
uci_bank_491149,2009-12-10,UCI ONLINE RETAIL UCI-491149,0.0,289.92,346178.09,setl_491149
uci_bank_491150,2009-12-10,UCI ONLINE RETAIL UCI-491150,0.0,435.6,346613.69,setl_491150
uci_bank_491151,2009-12-10,UCI ONLINE RETAIL UCI-491151,0.0,661.16,347274.85,setl_491151
uci_bank_491152,2009-12-10,UCI ONLINE RETAIL UCI-491152,0.0,436.8,347711.65,setl_491152
uci_bank_491154,2009-12-10,UCI ONLINE RETAIL UCI-491154,0.0,289.85,348001.5,setl_491154
uci_bank_491153,2009-12-10,UCI ONLINE RETAIL UCI-491153,0.0,300.35,348301.85,setl_491153
uci_bank_491158,2009-12-10,UCI ONLINE RETAIL UCI-491158,0.0,275.73,348577.58,setl_491158
uci_bank_491159,2009-12-10,UCI ONLINE RETAIL UCI-491159,0.0,291.0,348868.58,setl_491159
uci_bank_491160,2009-12-10,UCI ONLINE RETAIL UCI-491160,0.0,377.57,349246.15,setl_491160
uci_bank_491161,2009-12-10,UCI ONLINE RETAIL UCI-491161,0.0,109.35,349355.5,setl_491161
uci_bank_491163,2009-12-10,UCI ONLINE RETAIL UCI-491163,0.0,179.6,349535.1,setl_491163
